# luminosity_distance	mass_1	mass_2	ra	dec
3.007608232611331687e+02 1.577358667253875524e+01 6.330774411240847499e+00 2.032373457543567241e+00 2.369749837124698888e-01
2.386221340369851305e+02 1.169036167977566620e+01 8.177515967696841415e+00 2.078431039696682525e+00 3.988165626025720889e-01
2.808636038938506658e+02 1.081608584006988139e+01 8.802565897231739100e+00 2.158873316511971563e+00 5.353960746697365991e-01
3.496559177767412621e+02 9.799093493912168995e+00 9.685537539827842934e+00 2.150166272651102162e+00 4.548915610999265113e-01
2.304587511373182167e+02 9.764881871533804159e+00 9.759153911261311265e+00 2.104858089365809537e+00 3.967418019289878361e-01
2.726275739539153165e+02 1.307457852320179548e+01 7.454374668179876373e+00 1.847467944260200667e+00 1.220063848367769710e+00
1.563034292437199611e+02 1.757126778362874120e+01 5.785044668624252040e+00 1.905870726178394925e+00 2.167134671418930736e-01
3.576212215606176983e+02 1.522918083397212996e+01 6.517003494847631195e+00 2.109651758943573707e+00 4.914096508124220497e-01
3.237474392884639656e+02 1.453225165408865571e+01 6.810651155989230432e+00 2.187397630858735731e+00 5.700668118080577385e-01
1.483261918518045945e+02 1.077772762787429883e+01 8.805586351946072199e+00 1.307286321747788804e+00 1.275977871700226363e+00
3.199827204981198179e+02 1.072097216852098533e+01 8.883457637067136758e+00 2.067847432782334849e+00 3.840498639108682610e-01
2.169079090652003288e+02 1.347039775110305548e+01 7.242810543866935902e+00 2.054856624879901617e+00 3.118708907068565850e-01
3.992444768931574117e+02 9.913784809147960786e+00 9.516997094909346089e+00 2.157104971854627795e+00 5.478627260849815439e-01
4.046994571054024732e+02 1.021816421304281874e+01 9.379518808644753847e+00 2.216550304925323012e+00 6.175096608881486260e-01
3.924611296334704207e+02 1.081451589396544932e+01 8.779418829098144528e+00 2.221995474024910155e+00 7.385611762768505839e-01
3.211675345583969943e+02 1.021395352879646801e+01 9.318741970178127332e+00 2.135571596429617802e+00 4.803468143028635229e-01
3.101635871940987954e+02 1.213851394577320342e+01 7.906898654969999996e+00 2.071477644027754028e+00 3.477320477935594845e-01
3.650884119045326770e+02 1.252714994082241162e+01 7.657183766488077303e+00 7.675576276031410572e-01 1.297974662218017716e+00
2.517009606832954773e+02 1.558572971923296002e+01 6.368476612593119590e+00 2.203638025744191431e+00 8.820693302497719657e-01
3.033358156997820174e+02 1.147292128132934330e+01 8.327194520978570935e+00 1.923321915926688774e+00 1.170389028876223314e+00
3.567159892486980084e+02 1.225776954868340951e+01 7.857041750668805058e+00 2.146906372513581296e+00 3.571666319916828591e-01
1.902733233881896240e+02 1.371462694299675178e+01 7.190358937831610397e+00 1.864255185028715900e+00 2.119304891836039650e-01
2.039157778182654113e+02 1.331665615645581546e+01 7.267308918639273863e+00 1.978640754988883810e+00 2.346208790568884428e-01
4.604979532147013970e+02 1.483617452695381012e+01 6.577932450557874233e+00 1.857989811491290055e+00 1.153492471163575006e+00
3.652687589253830538e+02 1.055212015030472195e+01 9.014232430439818700e+00 2.061286513883268778e+00 3.099185609594893864e-01
2.955985402704395142e+02 1.643408369501491251e+01 6.068930124177865260e+00 2.139464387349169439e+00 5.825498671408740892e-01
4.454676981019614459e+02 1.128632099455822235e+01 8.456360426922184814e+00 2.159835069790013939e+00 1.027774566955658608e+00
3.257586848582675998e+02 1.572266599534368048e+01 6.301300976704016676e+00 2.085680005258821357e+00 3.017652238837180145e-01
3.883244487487146444e+02 1.014452563963336651e+01 9.382757857466108575e+00 2.157305202299966140e+00 7.228426776937770803e-01
3.479470925788061777e+02 1.052818851766537378e+01 9.074824106170220617e+00 2.066413304255608985e+00 3.370935434972406886e-01
2.537275648225136138e+02 1.232035175301693108e+01 7.861503557576867252e+00 2.164111807964254286e+00 6.508914859893445426e-01
1.655617690105198676e+02 1.755530257172162223e+01 5.792895190387977067e+00 2.022762155526836469e+00 3.303108327851258519e-01
4.127643568957579419e+02 1.042741080516264418e+01 9.162874306389978685e+00 2.196951801058221854e+00 6.936295785556956250e-01
2.950221560597506141e+02 1.098368953687961458e+01 8.674772708992504633e+00 2.104874143526147545e+00 4.177897184761280025e-01
4.534254940343977864e+02 1.608968230468203586e+01 6.188992575366797588e+00 2.216989206812676194e+00 5.850703352617602215e-01
2.755003015271227014e+02 1.420658258010737640e+01 6.878480402512845870e+00 1.640188496146874897e+00 1.278928293845793762e+00
1.938753421309149587e+02 1.080213270146522397e+01 8.838514194980108485e+00 2.072857911046612323e+00 3.537124420458224172e-01
3.780114651724263126e+02 1.420576202875929894e+01 6.903110768479272075e+00 2.239191745339184969e+00 7.390530824106417151e-01
4.701936344166820732e+02 1.296628544664655891e+01 7.384072736828814598e+00 2.060281460172508350e+00 1.128994971667113489e+00
2.402661596704232920e+02 1.161152724000650949e+01 8.236976978468330657e+00 2.108277220801906271e+00 3.738555993235544994e-01
2.524592667441345668e+02 1.503977504744714189e+01 6.560723568131003880e+00 1.972452884483784974e+00 2.323138445066834923e-01
3.221154255164025244e+02 1.153428147301555917e+01 8.268996600102813233e+00 2.024910171884122256e+00 3.261360844881989740e-01
4.234705323861934403e+02 1.293240985116526609e+01 7.496995451094247365e+00 1.490611815956514263e+00 1.304810251028939438e+00
3.654862657223765723e+02 1.144234678913811010e+01 8.451479427593742599e+00 2.272295904388978549e+00 9.536975256752573404e-01
3.416351715494064933e+02 1.136353733333398885e+01 8.448248609432566170e+00 2.149450226521853136e+00 6.837110894995455102e-01
2.577388370759838949e+02 1.173247018357233706e+01 8.102452820813805801e+00 2.025360529711873081e+00 3.265717246539310836e-01
2.734947324822975361e+02 1.854235503078115599e+01 5.576722273486908854e+00 2.099890258389645936e+00 4.345296039195429838e-01
1.958680727161174673e+02 1.368436031368641714e+01 7.086163769191573536e+00 2.257890418780134301e+00 6.563324570146381598e-01
3.281103206124027452e+02 1.083420964234112738e+01 8.719445734437190509e+00 2.056068929054927885e+00 2.863384957136527187e-01
2.084312198598498753e+02 1.935193808807229487e+01 5.344304940441461760e+00 1.980767611175080489e+00 2.559509096065448186e-01
4.026758275198160391e+02 1.477162999438862201e+01 6.612603210042976798e+00 2.170052227114132481e+00 4.272877490379562437e-01
3.082382488184828730e+02 1.080019787830762468e+01 8.870113038321639110e+00 2.129641823174053705e+00 5.588177469284616450e-01
4.176483911441306418e+02 1.318336656623811542e+01 7.402638141730757404e+00 2.154152043211712275e+00 5.274196665426582609e-01
3.679677865944003088e+02 1.342915874497676576e+01 7.229402671603407882e+00 2.063596226808962708e+00 3.720534279007176592e-01
2.961583795573897078e+02 1.120812785854032434e+01 8.529102441023912462e+00 1.979086244377470383e+00 2.727703457030229428e-01
3.923749218365379647e+02 1.174550081191613415e+01 8.137316884661471406e+00 2.193087361487798592e+00 6.161845015652366309e-01
3.471086439393709497e+02 1.285357981212557199e+01 7.481103752983134569e+00 2.220192183709306377e+00 7.467203043547957497e-01
3.628909205389082331e+02 1.013615360468997828e+01 9.342814122197399485e+00 2.142471417005900935e+00 5.252076948675696855e-01
1.091871044216474758e+02 1.144441653086557231e+01 8.274893195472461827e+00 2.189278109432923003e+00 6.453797941520028614e-01
3.814803153074859097e+02 1.253357423702387408e+01 7.706170349558994381e+00 2.068493365726686406e+00 2.800037697082079502e-01
4.934305585841461834e+02 1.267855181646464047e+01 7.727124808555039692e+00 2.191054980875620117e+00 9.245656564783142350e-01
2.773614040608107416e+02 1.084898797386000879e+01 8.781888888320116493e+00 2.024818432907142807e+00 1.168988188593119704e+00
2.882470766193494001e+02 1.067845794255152114e+01 8.908166923884163424e+00 2.039877566354586502e+00 3.038904298186014263e-01
2.825863103299048475e+02 1.248207784278008248e+01 7.692610749883738386e+00 1.963270390082858086e+00 1.628967267723886447e-01
2.114889593180038503e+02 1.028098959662539613e+01 9.224026937624630662e+00 2.128974324115913586e+00 5.074292984838294496e-01
2.814070247671853622e+02 1.304515375097000529e+01 7.378774337534213856e+00 2.099916849284023446e+00 3.892321026364103931e-01
3.484477874907439627e+02 1.312303479394384809e+01 7.369766845572120140e+00 2.138528482583948342e+00 4.482993347992272892e-01
4.218767703687253743e+02 1.119833096623341540e+01 8.558788534763960953e+00 1.827564547072906720e+00 1.197479227180345829e+00
3.820069535312460403e+02 1.316323794917208545e+01 7.331514880386001742e+00 1.776380990296907214e+00 1.284187976717479973e+00
3.725654199918571976e+02 1.013918560220017007e+01 9.329982938718201169e+00 2.108069171025599875e+00 4.543985077202392087e-01
3.494188749127256983e+02 9.861479988035716460e+00 9.565965464083664216e+00 1.896979248902969317e+00 1.203699325344905313e+00
2.851877617013345798e+02 1.165424249114342459e+01 8.219723092916581209e+00 2.070210127942499145e+00 3.429552715477608982e-01
3.312018328297569951e+02 1.073286581946427631e+01 8.894827825252278330e+00 2.065889643686665167e+00 3.713540464106310224e-01
3.165261144849367270e+02 1.190263848468034880e+01 7.924634887305781028e+00 2.143667373992343084e+00 1.001777289044959440e+00
2.988223212961266881e+02 1.049381000509372264e+01 9.006703361703108257e+00 2.086492443812595798e+00 3.948541649651759466e-01
3.113157274812390938e+02 1.272329845331885068e+01 7.606009064205151660e+00 1.477553636567851214e+00 1.274379982657952937e+00
2.781963096568772471e+02 9.998365977622073686e+00 9.452044382712617931e+00 1.919835691072873995e+00 7.819402179513480766e-02
2.613660259680205513e+02 1.063853993638663908e+01 8.940265768866817453e+00 2.045165787554119152e+00 3.258606208819259664e-01
3.449447315575051789e+02 1.683099625490086382e+01 5.979554248312695997e+00 2.121362511580537014e+00 4.182580361451723738e-01
4.058703797801994142e+02 1.045496286175829148e+01 9.091839383730649260e+00 2.034681210916524652e+00 9.960094683738247578e-01
3.405254627548957274e+02 1.438870521947076853e+01 6.858592331255482399e+00 2.099683813064046500e+00 4.473533204330020219e-01
2.480714481610857263e+02 1.322603871797698361e+01 7.342035935949875025e+00 2.062643582154981559e+00 4.079533366356638546e-01
4.459154451307206273e+02 1.284077624162061326e+01 7.573125268551027744e+00 2.231638680341816006e+00 7.720700826377799864e-01
3.084631661388926887e+02 1.551039424106375186e+01 6.417239872172691761e+00 2.016129929928311082e+00 1.129979258320440882e+00
3.861707140666458145e+02 1.292079076939258719e+01 7.485173940676574489e+00 2.088568695143377951e+00 4.843559833804452208e-01
2.742480817362458083e+02 1.051398490451709655e+01 9.100439046612837757e+00 7.974442170757676251e-01 1.283772595929942417e+00
2.837795098299237679e+02 1.359723198357944440e+01 7.124490928148918378e+00 2.140809945315460983e+00 4.702881786588170021e-01
3.327019184228114455e+02 1.272354594025286367e+01 7.565277090983212993e+00 9.233016459345568805e-01 1.310732111281542434e+00
3.784903841591738001e+02 1.683253979414546819e+01 5.976584073566872490e+00 2.187635478324657878e+00 6.468448419594954313e-01
3.069870029297889573e+02 1.303278015072894824e+01 7.419210752029895772e+00 9.392573433323416765e-01 1.293839277184003711e+00
3.625086493300066195e+02 1.143947597955239814e+01 8.293747344545957745e+00 2.194993788815694291e+00 6.338996922718193039e-01
3.611678247197635301e+02 1.074972542898844807e+01 8.891985309414236482e+00 1.303877973581241356e+00 1.286514766291802614e+00
3.566830247337938431e+02 1.273261346869463750e+01 7.600225033506398553e+00 1.779233776993489613e+00 1.200911046553345018e+00
3.248788829471027952e+02 1.203898011857522654e+01 7.938288444037396197e+00 2.152841531614565707e+00 5.721114294923856924e-01
2.949412058108869701e+02 1.329585384720841645e+01 7.296665899771558550e+00 2.199470565201671945e+00 6.995746490016054864e-01
2.475006833979308851e+02 1.264224785936720963e+01 7.597404776364466983e+00 2.098197318973032299e+00 3.715106225542365581e-01
3.472418731022843872e+02 1.307768400785771234e+01 7.390833706153293825e+00 2.087176602309309903e+00 4.192720332389229809e-01
1.789872448003980026e+02 1.106005329083945909e+01 8.513921151334788107e+00 1.937306537621862557e+00 1.900659009244871078e-01
2.752422788055591809e+02 9.778598168042812233e+00 9.685221289043031589e+00 2.154503814540314810e+00 4.893616603824278988e-01
3.767010180851523273e+02 9.939535331859902456e+00 9.524665371119953150e+00 2.126073577611089060e+00 4.734850632972770756e-01
3.781029695783363422e+02 1.144093041625927043e+01 8.308268169169172879e+00 2.089317393779376975e+00 3.722473531113112966e-01
3.985153904375378602e+02 1.102953584878034654e+01 8.667748973930782697e+00 2.132500038969703748e+00 5.071651430902347490e-01
3.775418988633632011e+02 1.193772508205895910e+01 8.093844073701902175e+00 2.057418524289115425e+00 3.502218675462264730e-01
3.371981736914092949e+02 1.039174202938250424e+01 9.102320642717792509e+00 2.157780281990830051e+00 5.752881504418499992e-01
3.628956121841641220e+02 1.831177318918048513e+01 5.583668272102098484e+00 2.186354641290927159e+00 5.432530215386325301e-01
3.653839340791686823e+02 2.124281702023588281e+01 5.046465720058009197e+00 2.113938681675772813e+00 4.846393123348992638e-01
3.981988945070382897e+02 9.895657264747867998e+00 9.555246459806408410e+00 2.172832836232171605e+00 6.079802808050150942e-01
3.440445834235793541e+02 1.128972564931685696e+01 8.405599490184135547e+00 2.212272926865109124e+00 5.765622734016767614e-01
3.737905696660068315e+02 1.011955178083779394e+01 9.434626751179688853e+00 2.122652282153561831e+00 4.159610144660679798e-01
4.144770832946505266e+02 1.569886912207641849e+01 6.290657691116924966e+00 2.068394123548929375e+00 1.101517883854453705e+00
3.715062925116228598e+02 1.754266756373584002e+01 5.762343406603164020e+00 1.831482880090806731e+00 1.241349192635722076e+00
3.541113848487681253e+02 1.230223764033719647e+01 7.818023719057362264e+00 1.236747996999355337e+00 1.307453761527865632e+00
1.996340255969533359e+02 1.135469743525623976e+01 8.358772035274066425e+00 3.378028993068911134e-01 1.122396749462899468e+00
3.546368018064329135e+02 9.881403884271808380e+00 9.628723341661535429e+00 1.719669507745585690e+00 1.284967533158019037e+00
2.300016138489097557e+02 1.373381818613100513e+01 7.091121418297323231e+00 2.012336780500932232e+00 1.096571127146992897e+00
3.741634102171612426e+02 1.050150810639141064e+01 9.021983561312229227e+00 2.069019567637790491e+00 3.683473388202216370e-01
2.470988940616508955e+02 1.377449889431068897e+01 7.134839944151651459e+00 1.985958486428411440e+00 2.381622827380509289e-01
4.424096709895746926e+02 1.422594710353277669e+01 6.917323714674188828e+00 2.235694006237682885e+00 8.524866440960493508e-01
3.153467543448429069e+02 1.000757951356418651e+01 9.569679069790360870e+00 2.161204922194502220e+00 4.710736478390804560e-01
5.129646162481709553e+02 9.883535137206560961e+00 9.533027129278654144e+00 2.207261256536822813e+00 7.702942610344720720e-01
3.093338905220280139e+02 1.058839542593309702e+01 9.015690788697980906e+00 2.111422787438498094e+00 3.815864007296317917e-01
3.202055182676556910e+02 1.302772945507287794e+01 7.352454859418625865e+00 2.122442817858820163e+00 9.815133581442780919e-01
3.923140188794686196e+02 1.001684116728695884e+01 9.469064978663769949e+00 2.177289888227788683e+00 5.194038362852664292e-01
4.370172959948877747e+02 1.034980364769096006e+01 9.268832741580222745e+00 2.231367949080445889e+00 8.284585670318772577e-01
4.463415386338882627e+02 1.084155615303382270e+01 8.764722157361049426e+00 2.202934965386707855e+00 7.296505649470748089e-01
3.830114525318344931e+02 1.386211978709333970e+01 7.036369030874208619e+00 2.120191281966198993e+00 4.904566087957986098e-01
2.443929673538476948e+02 1.021607533882827568e+01 9.336908372906378872e+00 2.076411886250450589e+00 3.989470383349871252e-01
2.609766395936799768e+02 1.104918536913243976e+01 8.586633627121150525e+00 2.179420789055465768e+00 5.495431991307105912e-01
4.292977346934062552e+02 1.595995894367034751e+01 6.253973067965238997e+00 2.106859296591814257e+00 1.151757843562873473e+00
2.975229167216651263e+02 1.493589433271464095e+01 6.553161774982303456e+00 2.016935721913667656e+00 2.974749799851735821e-01
3.629554777870404791e+02 1.149129974332265114e+01 8.355426629024465868e+00 2.160017017536949080e+00 5.859556423929517255e-01
3.904915438937521230e+02 1.079620740520369715e+01 8.797950113496943558e+00 2.163167799908895628e+00 7.180459006422602597e-01
4.142498762386944122e+02 1.109458557782524224e+01 8.575710164768592492e+00 1.886763151725987075e+00 1.161048492088632145e+00
2.898745467727954406e+02 1.042718451375706401e+01 9.102188510285197154e+00 2.015082686649042110e+00 2.464661352190421484e-01
3.339095655802595957e+02 1.304847176148536292e+01 7.362503909140070135e+00 2.109888101037989738e+00 3.823165954545752476e-01
3.452683233873212885e+02 1.633313726535730481e+01 6.116831957536495779e+00 1.944302391749312076e+00 1.703043759483110486e-01
3.016553820910187369e+02 1.105915066527164825e+01 8.675052852895960953e+00 2.050174613177029759e+00 3.949689127146134848e-01
4.357657791821297906e+02 1.165606813951068865e+01 8.227097024775376966e+00 2.165126647440568597e+00 7.823007168739318784e-01
2.738338383339349775e+02 1.523148672455335095e+01 6.511816121615360053e+00 2.135982464640628020e+00 5.015088670825846862e-01
3.594465374591572413e+02 1.170071692383418949e+01 8.136421798779748471e+00 1.745901365289087792e+00 1.206354319325484203e+00
3.284689691040469484e+02 1.161471977684456292e+01 8.237017426087687610e+00 8.233921639290828765e-01 1.301047010208692178e+00
3.956934390079597392e+02 1.507368009274420118e+01 6.596160075178640447e+00 2.096802053571714897e+00 4.808171290113372187e-01
4.560208986843556431e+02 1.102826442559981679e+01 8.643778998022227711e+00 2.011765682957693535e+00 1.151533488180334297e+00
3.155795807802669515e+02 1.261848482091667023e+01 7.581857660313596980e+00 2.067780993709058546e+00 3.753119527934332678e-01
2.670982768699786902e+02 9.991046385317259748e+00 9.522128078121626871e+00 2.193785799531307479e+00 7.953659955471334975e-01
3.737241565039550437e+02 1.199022454131861259e+01 7.998641937700404547e+00 2.163269492929212223e+00 6.527816512793019887e-01
2.860203280554148364e+02 9.732662693664773101e+00 9.650054285934086096e+00 1.931358601693826227e+00 1.803282468875663513e-01
4.208459168488272439e+02 1.063171104847391035e+01 8.906590077545695650e+00 2.212001877847449727e+00 6.626180856958795440e-01
2.653257751287873702e+02 1.301453383074469983e+01 7.477456677872728719e+00 1.965785476758934003e+00 2.566797929157088598e-01
3.107979950897833987e+02 1.727458162110631790e+01 5.847840546386727567e+00 1.254313602660326765e+00 1.281378982997472882e+00
3.060021451968863744e+02 1.284969989884536901e+01 7.434953366850419521e+00 2.011107000054281446e+00 2.384721085385853312e-01
3.263040470189513371e+02 1.101592267666006997e+01 8.623594780685264638e+00 2.088525163031778931e+00 3.248627080532458522e-01
3.180328880034480221e+02 1.278805828659554855e+01 7.568921108099559092e+00 2.081132942435123923e+00 3.547306769498969059e-01
2.703011054585391548e+02 1.965166416753489997e+01 5.332788892997612606e+00 2.212197316982986273e+00 7.101690915867711063e-01
4.401248263775121359e+02 1.081921295501505575e+01 8.840751395370169519e+00 1.708260353416232391e+00 1.260888988884713235e+00
2.908898606450033526e+02 1.095396857210340436e+01 8.633095859203528732e+00 2.104984653428286112e+00 3.990987497001991513e-01
4.113586987164977700e+02 1.011260668604983515e+01 9.500022019354023683e+00 1.916306572784548301e+00 1.183415809197551960e+00
3.903729431493203492e+02 1.388875278062793939e+01 7.061187209947143550e+00 2.197846489001561210e+00 5.519563468213356527e-01
3.607527277755772275e+02 1.344203468077710362e+01 7.237596247408475847e+00 2.039106567888923305e+00 1.119531444512968488e+00
3.339594615759582439e+02 1.118105719331435921e+01 8.522948792842722554e+00 1.584431339010180295e+00 1.305486453225732646e+00
3.259041461849228085e+02 1.246470556293372667e+01 7.627194897226218018e+00 2.066165393032948217e+00 3.465721045748277884e-01
1.608747578806795957e+02 1.886812827938308601e+01 5.418422723109714845e+00 2.016239589815742583e+00 1.803040503224389579e-01
3.051615670898968347e+02 1.059836530015147638e+01 8.908663641476373130e+00 1.958117869411712064e+00 2.222082251305870226e-01
3.695022926253797095e+02 1.239516606900481754e+01 7.843825238232395414e+00 2.174135080268579490e+00 5.627623447210865493e-01
3.932498463849262862e+02 1.329950507617176747e+01 7.313728277240783449e+00 1.565112596805148470e+00 1.270122598433455874e+00
3.229515905687601389e+02 1.339851295144180554e+01 7.285559728488016695e+00 2.030571490362300668e+00 3.082892010966138407e-01
2.048936512503912581e+02 1.034543716123796031e+01 9.225380147666776054e+00 2.183594444949788382e+00 6.004892741611789209e-01
3.152692521794708114e+02 1.086579253055611360e+01 8.700775712802320427e+00 2.002644861126713138e+00 2.605045180634520952e-01
4.347883952359639466e+02 1.038359868628418070e+01 9.185783158244651858e+00 1.625533693372974042e+00 1.241667317808045956e+00
3.915607876780491665e+02 1.076671385176707041e+01 8.841901650601396767e+00 2.097632187493250200e+00 5.219941434569983496e-01
4.524985302042118747e+02 1.982341515872232662e+01 5.256656978466138774e+00 2.159342958605952489e+00 1.039529790756157368e+00
4.185877749982984710e+02 1.002536247015586568e+01 9.484982996610554551e+00 2.181147530483422692e+00 8.748166177129034216e-01
2.841715748683279230e+02 1.250853488483415887e+01 7.687081466664625218e+00 2.066653310714730019e+00 3.900803729174183165e-01
3.177374590258262401e+02 1.023938255357851190e+01 9.295438471269912739e+00 1.551330462048719383e+00 1.290576921655031351e+00
2.761175239428592363e+02 1.067151335974378057e+01 8.874757040980075118e+00 2.111507009266389456e+00 4.702627399929250607e-01
3.906264269435706638e+02 1.263256329036877368e+01 7.638088162607222564e+00 2.188621728005458955e+00 8.042491326787316597e-01
3.460044110175543324e+02 1.131244536716858562e+01 8.416580443470170536e+00 2.006889247161945722e+00 1.173438443482205162e+00
4.155662508933324375e+02 1.118424729800538309e+01 8.555329506603298384e+00 1.993907209286983395e+00 1.162004752886679038e+00
3.358459480315495398e+02 1.607128185859485470e+01 6.182814570671174792e+00 2.113696033151346132e+00 5.182218464669428037e-01
2.817239437967555205e+02 1.025692356391184745e+01 9.245823977809568106e+00 2.078879130832079092e+00 3.660206400588802422e-01
3.731925404259450261e+02 1.037504982874860460e+01 9.071197409832004510e+00 2.077572285558722420e+00 3.459880773649622876e-01
2.905315729165410517e+02 1.127912903167798930e+01 8.376524899715168004e+00 2.091889193958182513e+00 3.501896242024551409e-01
4.561913175969641543e+02 1.032829394221821850e+01 9.234649759957013870e+00 1.796871344156205197e+00 1.230989618778421946e+00
2.617663485669210104e+02 1.263314470779548238e+01 7.567273346066277107e+00 2.204652133588278051e+00 7.473104262225335193e-01
2.985208758940939902e+02 1.162610824166334922e+01 8.137398770156373473e+00 2.115524726947036971e+00 3.590817146949465410e-01
3.647251708502085421e+02 1.442053513280860244e+01 6.751767444179843203e+00 2.090426558723916806e+00 3.687534226717610886e-01
3.001934518026657770e+02 1.676441544394515049e+01 6.022619651067603996e+00 2.170931761630004786e+00 5.966915344764849305e-01
3.426555874643793800e+02 1.114353980940918021e+01 8.577125521904953587e+00 4.318524534810181947e-01 1.203378051429652151e+00
3.453880308644910997e+02 1.166608000328665007e+01 8.266706460146632907e+00 2.119962657501873959e+00 4.319626974926880081e-01
3.122290753859353458e+02 1.093894842736105311e+01 8.644920109194533353e+00 2.052789936443510488e+00 3.912445831923349049e-01
2.044424447941423182e+02 9.737941578498817918e+00 9.688989210515261519e+00 1.979793535395475423e+00 2.127116639738224901e-01
4.130197247204351356e+02 1.007373211851017558e+01 9.414325053272399657e+00 2.181894918415383078e+00 7.567414194173985864e-01
2.012074746243387153e+02 1.299758437609471962e+01 7.479705494851047298e+00 2.112162465127836342e+00 4.457838339111784842e-01
3.578203646436500094e+02 1.684786297199870475e+01 5.970152589041816782e+00 2.155594486148841415e+00 5.772537652163080013e-01
3.212017657505711554e+02 1.103473364078784691e+01 8.618823255080865664e+00 2.116027866890180853e+00 4.480327031788008951e-01
2.733543935650623098e+02 1.189616879648286663e+01 8.035397686595070255e+00 2.037810654070525196e+00 3.460932736814698041e-01
3.156129821690183803e+02 1.203447798191861828e+01 7.962571941065004211e+00 2.132022229642349664e+00 4.906916913302130090e-01
2.105379581749882334e+02 1.031936614210375147e+01 9.303496386765525372e+00 2.072453377061859392e+00 3.729489837121345297e-01
3.701035508493985162e+02 1.205551686548552404e+01 7.898942191495769372e+00 2.009246570424741307e+00 1.139702887245771512e+00
2.371160383693651283e+02 1.188692262454466331e+01 8.037305971915580827e+00 2.028736282008048786e+00 2.822376451562383370e-01
3.412316649494015905e+02 1.194189505330643897e+01 7.995750089083397683e+00 2.133042044573745688e+00 1.018790072228824339e+00
3.712718521662023932e+02 1.004812699757172645e+01 9.476069582247889755e+00 1.918577249850179189e+00 1.241845047635733890e+00
2.236836530332346058e+02 1.066443555425777134e+01 9.009186255095176676e+00 2.129006881148739261e+00 4.846484776431045916e-01
2.494837446303689035e+02 9.734106929338805614e+00 9.731229704820652415e+00 2.123594744662467448e+00 1.019788958991657335e+00
3.145614342582622953e+02 1.340295442867843079e+01 7.197964940931893096e+00 2.100496102260872355e+00 4.149054834226823529e-01
4.501211289695082201e+02 1.230937109934497720e+01 7.786717779919019478e+00 2.153093153402243054e+00 1.007491337518378050e+00
2.934811494956886122e+02 1.072242316557724706e+01 8.868691524317700470e+00 7.884399347811221759e-01 1.287042588797307152e+00
3.988502468351371704e+02 1.393601676139889989e+01 7.050539677521380000e+00 2.224304748079796834e+00 7.945281150807961268e-01
2.689689845539685393e+02 1.204241265663115357e+01 7.970533448684268940e+00 2.129408866144323120e+00 4.965519662151255398e-01
3.116520366248443565e+02 1.047943568588752505e+01 9.045976526540064455e+00 2.134170532663620445e+00 8.938694982826546065e-01
4.455738355424065844e+02 1.469564391338266596e+01 6.700284990811489649e+00 2.049031667426266967e+00 1.115642272607686225e+00
5.190084580037868136e+02 1.327247559735810789e+01 7.246686091350344583e+00 2.277698352798994907e+00 8.445748734561708826e-01
2.944492531023402080e+02 1.108879506759614664e+01 8.587423829401679143e+00 2.070627693799014235e+00 3.440036055378759561e-01
2.853562452935331635e+02 1.179110065510957561e+01 8.169071903893476261e+00 1.977337367710230165e+00 1.921240933556090102e-01
3.410340527078407149e+02 1.096116544979320118e+01 8.708384147631891281e+00 2.221158915127935618e+00 5.659656667701106203e-01
2.298376822468241301e+02 1.315824308917035168e+01 7.307918254594873986e+00 2.095714373387880247e+00 3.714319852843531167e-01
3.586954439562650236e+02 1.264027322483228311e+01 7.533830108826278682e+00 2.189094090283166594e+00 6.348244964075430152e-01
3.139340490007821245e+02 1.578299984951271107e+01 6.332887950180616343e+00 2.065716799123303637e+00 3.697367825642703942e-01
2.525760809867272485e+02 1.036607543771718021e+01 9.111235383164238755e+00 1.941073949862656800e+00 1.264467851110361585e-01
3.327710493611143647e+02 1.106931180809129067e+01 8.668839611489987718e+00 4.590027669722118731e-01 1.198042057372435520e+00
2.775070921132428339e+02 1.181477368276036088e+01 8.004275333111825930e+00 1.979123915088046637e+00 2.347856520469360775e-01
2.446267932599070889e+02 1.444867890060486815e+01 6.740426451799430119e+00 1.957886941860802477e+00 2.013800315302162747e-01
4.345773062647398319e+02 1.094941865744857701e+01 8.765579201477022409e+00 2.128477256266016138e+00 5.041301666585393804e-01
2.501176754169491403e+02 1.939217285197489105e+01 5.351583463013865227e+00 2.040225521868907599e+00 2.690537568219670272e-01
3.945686832088365463e+02 1.474373095519550247e+01 6.581641247141963191e+00 2.168843528060290016e+00 5.890086046608936643e-01
2.085954815663210979e+02 1.055296130661611009e+01 9.145643157170047388e+00 2.228249077330448635e+00 6.382447714608484590e-01
3.333975145792334729e+02 1.242861349481463229e+01 7.690043762654049431e+00 2.084315708747321860e+00 3.592435995367476154e-01
3.228531320440093850e+02 1.741442172196743599e+01 5.859461371121409634e+00 2.082852073404377169e+00 3.370415679604689685e-01
3.422117651772622366e+02 1.289759356999708295e+01 7.538480606689994978e+00 2.201517781595672130e+00 9.111036074278161534e-01
2.757132170109610456e+02 1.345307463896735101e+01 7.169754837710158313e+00 2.101695077997562056e+00 3.610727050295340912e-01
2.796002294942342132e+02 1.336825858107699183e+01 7.215238320052432819e+00 1.912525003439083271e+00 1.474595634676418576e-01
3.573047894382572736e+02 1.003568015139043368e+01 9.441320143091669337e+00 1.953940247590898238e+00 1.175688941664246201e+00
